SNOMEDCode,description,bnf_chapter
'649711000001109,Prednisolone 1mg tablets (A A H Pharmaceuticals Ltd),603020
'1428811000001107,Prednisolone 1mg tablets (A A H Pharmaceuticals Ltd),603020
'646211000001106,Prednisolone 1mg tablets (Actavis UK Ltd),603020
'1429011000001106,Prednisolone 1mg tablets (Actavis UK Ltd),603020
'238511000001107,Prednisolone 1mg tablets (Teva UK Ltd),603020
'1429211000001101,Prednisolone 1mg tablets (Teva UK Ltd),603020
'798611000001108,Prednisolone 1mg tablets (The Boots Company Plc),603020
'1429411000001102,Prednisolone 1mg tablets (The Boots Company Plc),603020
'844111000001103,Prednisolone 1mg tablets (Wockhardt UK Ltd),603020
'1429611000001104,Prednisolone 1mg tablets (Wockhardt UK Ltd),603020
'707911000001100,Prednisolone 1mg tablets (Kent Pharmaceuticals Ltd),603020
'1429711000001108,Prednisolone 1mg tablets (Kent Pharmaceuticals Ltd),603020
'1429911000001105,Prednisolone 1mg tablets (Kent Pharmaceuticals Ltd),603020
'52911000001107,Prednisolone 1mg tablets (Alliance Healthcare (Distribution) Ltd),603020
'1430411000001109,Prednisolone 1mg tablets (Alliance Healthcare (Distribution) Ltd),603020
'1430611000001107,Prednisolone 1mg tablets (Alliance Healthcare (Distribution) Ltd),603020
'9807711000001108,Prednisolone 1mg tablets (Almus Pharmaceuticals Ltd),603020
'9807811000001100,Prednisolone 1mg tablets (Almus Pharmaceuticals Ltd),603020
'10409611000001103,Prednisolone 1mg tablets (Arrow Generics Ltd),603020
'10409811000001104,Prednisolone 1mg tablets (Arrow Generics Ltd),603020
'13245311000001104,Prednisolone 1mg tablets (Dowelhurst Ltd),
'13245411000001106,Prednisolone 1mg tablets (Dowelhurst Ltd),
'14786411000001103,Prednisolone 1mg tablets (Boston Healthcare Ltd),603020
'14786611000001100,Prednisolone 1mg tablets (Boston Healthcare Ltd),603020
'15175511000001102,Prednisolone 1mg tablets (Sigma Pharmaceuticals Plc),603020
'15175611000001103,Prednisolone 1mg tablets (Sigma Pharmaceuticals Plc),603020
'18285011000001109,Prednisolone 1mg tablets (Strides Pharma UK Ltd),603020
'18285111000001105,Prednisolone 1mg tablets (Strides Pharma UK Ltd),603020
'21851211000001107,Prednisolone 1mg tablets (Waymade Healthcare Plc),603020
'21851311000001104,Prednisolone 1mg tablets (Waymade Healthcare Plc),603020
'30114811000001104,Prednisolone 1mg tablets (DE Pharmaceuticals),603020
'30114911000001109,Prednisolone 1mg tablets (DE Pharmaceuticals),603020
'30858911000001100,Prednisolone 1mg tablets (Mawdsley-Brooks & Company Ltd),603020
'30859011000001109,Prednisolone 1mg tablets (Mawdsley-Brooks & Company Ltd),603020
'32807911000001101,Prednisolone 1mg tablets (Genesis Pharmaceuticals Ltd),603020
'32808011000001104,Prednisolone 1mg tablets (Genesis Pharmaceuticals Ltd),603020
'325427002,Prednisolone 5mg tablets,603020
'1085511000001104,Prednisolone 5mg tablets,603020
'1167211000001103,Prednisolone 5mg tablets,603020
'14786711000001109,Prednisolone 5mg tablets,603020
'28798911000001106,Prednisolone 5mg tablets,603020
'876911000001107,Prednisolone 5mg tablets (A A H Pharmaceuticals Ltd),603020
'1431411000001100,Prednisolone 5mg tablets (A A H Pharmaceuticals Ltd),603020
'85511000001101,Prednisolone 5mg tablets (Actavis UK Ltd),603020
'1431711000001106,Prednisolone 5mg tablets (Actavis UK Ltd),603020
'110811000001100,Prednisolone 5mg tablets (Teva UK Ltd),603020
'1431911000001108,Prednisolone 5mg tablets (Teva UK Ltd),603020
'86711000001103,Prednisolone 5mg tablets (The Boots Company Plc),603020
'1432311000001103,Prednisolone 5mg tablets (The Boots Company Plc),603020
'940311000001100,Prednisolone 5mg tablets (Wockhardt UK Ltd),603020
'1432611000001108,Prednisolone 5mg tablets (Wockhardt UK Ltd),603020
'13382311000001107,Prednisolone 5mg tablets (Wockhardt UK Ltd),603020
'350611000001104,Prednisolone 5mg tablets (Kent Pharmaceuticals Ltd),603020
'1433211000001100,Prednisolone 5mg tablets (Kent Pharmaceuticals Ltd),603020
'1433311000001108,Prednisolone 5mg tablets (Kent Pharmaceuticals Ltd),603020
'772111000001107,Prednisolone 5mg tablets (Alliance Healthcare (Distribution) Ltd),603020
'1433511000001102,Prednisolone 5mg tablets (Alliance Healthcare (Distribution) Ltd),603020
'1433711000001107,Prednisolone 5mg tablets (Alliance Healthcare (Distribution) Ltd),603020
'9807911000001105,Prednisolone 5mg tablets (Almus Pharmaceuticals Ltd),603020
'9808211000001102,Prednisolone 5mg tablets (Almus Pharmaceuticals Ltd),603020
'10410111000001103,Prednisolone 5mg tablets (Arrow Generics Ltd),603020
'10410211000001109,Prednisolone 5mg tablets (Arrow Generics Ltd),603020
'13245511000001105,Prednisolone 5mg tablets (Dowelhurst Ltd),
'13245611000001109,Prednisolone 5mg tablets (Dowelhurst Ltd),
'14786811000001101,Prednisolone 5mg tablets (Boston Healthcare Ltd),603020
'14786911000001106,Prednisolone 5mg tablets (Boston Healthcare Ltd),603020
'18285211000001104,Prednisolone 5mg tablets (Strides Pharma UK Ltd),603020
'18285311000001107,Prednisolone 5mg tablets (Strides Pharma UK Ltd),603020
'18625211000001107,Prednisolone 5mg tablets (Phoenix Healthcare Distribution Ltd),603020
'18625311000001104,Prednisolone 5mg tablets (Phoenix Healthcare Distribution Ltd),603020
'21851411000001106,Prednisolone 5mg tablets (Waymade Healthcare Plc),603020
'21851511000001105,Prednisolone 5mg tablets (Waymade Healthcare Plc),603020
'30115011000001109,Prednisolone 5mg tablets (DE Pharmaceuticals),603020
'30115111000001105,Prednisolone 5mg tablets (DE Pharmaceuticals),603020
'30859111000001105,Prednisolone 5mg tablets (Mawdsley-Brooks & Company Ltd),603020
'30859211000001104,Prednisolone 5mg tablets (Mawdsley-Brooks & Company Ltd),603020
'32808311000001101,Prednisolone 5mg tablets (Genesis Pharmaceuticals Ltd),603020
'32808411000001108,Prednisolone 5mg tablets (Genesis Pharmaceuticals Ltd),603020
'325442004,Prednisolone 2.5mg gastro-resistant tablets,603020
'992811000001101,Prednisolone 2.5mg gastro-resistant tablets,603020
'1125011000001108,Prednisolone 2.5mg gastro-resistant tablets,603020
'1031911000001103,Prednisolone 2.5mg gastro-resistant tablets,603020
'4208611000001109,Prednisolone 2.5mg gastro-resistant tablets,603020
'858811000001104,Prednisolone 2.5mg gastro-resistant tablets (A A H Pharmaceuticals Ltd),603020
'1434011000001107,Prednisolone 2.5mg gastro-resistant tablets (A A H Pharmaceuticals Ltd),603020
'15510111000001103,Prednisolone 2.5mg gastro-resistant tablets (A A H Pharmaceuticals Ltd),603020
'17291211000001105,Prednisolone 2.5mg gastro-resistant tablets (A A H Pharmaceuticals Ltd),603020
'5057311000001105,Prednisolone 2.5mg gastro-resistant tablets (A A H Pharmaceuticals Ltd),603020
'380011000001100,Prednisolone 2.5mg gastro-resistant tablets (Actavis UK Ltd),603020
'1434211000001102,Prednisolone 2.5mg gastro-resistant tablets (Actavis UK Ltd),603020
'17067711000001102,Prednisolone 2.5mg gastro-resistant tablets (Actavis UK Ltd),603020
'17067811000001105,Prednisolone 2.5mg gastro-resistant tablets (Actavis UK Ltd),603020
'685311000001104,Prednisolone 2.5mg gastro-resistant tablets (Kent Pharmaceuticals Ltd),603020
'11925311000001108,Prednisolone 2.5mg gastro-resistant tablets (Kent Pharmaceuticals Ltd),603020
'1434511000001104,Prednisolone 2.5mg gastro-resistant tablets (Kent Pharmaceuticals Ltd),603020
'779211000001109,Prednisolone 2.5mg gastro-resistant tablets (Alliance Healthcare (Distribution) Ltd),603020
'13654211000001106,Prednisolone 2.5mg gastro-resistant tablets (Alliance Healthcare (Distribution) Ltd),603020
'1435311000001109,Prednisolone 2.5mg gastro-resistant tablets (Alliance Healthcare (Distribution) Ltd),603020
'18033011000001108,Prednisolone 2.5mg gastro-resistant tablets (Alliance Healthcare (Distribution) Ltd),603020
'4208511000001105,Prednisolone 2.5mg gastro-resistant tablets (Approved Prescription Services Ltd),603020
'4208711000001100,Prednisolone 2.5mg gastro-resistant tablets (Approved Prescription Services Ltd),603020
'13245711000001100,Prednisolone 2.5mg gastro-resistant tablets (Dowelhurst Ltd),
'13245811000001108,Prednisolone 2.5mg gastro-resistant tablets (Dowelhurst Ltd),
'15175711000001107,Prednisolone 2.5mg gastro-resistant tablets (Sigma Pharmaceuticals Plc),603020
'15175911000001109,Prednisolone 2.5mg gastro-resistant tablets (Sigma Pharmaceuticals Plc),603020
'17916411000001100,Prednisolone 2.5mg gastro-resistant tablets (Phoenix Healthcare Distribution Ltd),603020
'17916611000001102,Prednisolone 2.5mg gastro-resistant tablets (Phoenix Healthcare Distribution Ltd),603020
'17999311000001104,Prednisolone 2.5mg gastro-resistant tablets (Alliance Pharmaceuticals Ltd),603020
'17999511000001105,Prednisolone 2.5mg gastro-resistant tablets (Alliance Pharmaceuticals Ltd),603020
'17999411000001106,Prednisolone 2.5mg gastro-resistant tablets (Alliance Pharmaceuticals Ltd),603020
'18307011000001109,Prednisolone 2.5mg gastro-resistant tablets (Teva UK Ltd),603020
'18307111000001105,Prednisolone 2.5mg gastro-resistant tablets (Teva UK Ltd),603020
'20593611000001105,Prednisolone 2.5mg gastro-resistant tablets (Teva UK Ltd),603020
'19743011000001109,Prednisolone 2.5mg gastro-resistant tablets (Almus Pharmaceuticals Ltd),603020
'19743111000001105,Prednisolone 2.5mg gastro-resistant tablets (Almus Pharmaceuticals Ltd),603020
'22452711000001102,Prednisolone 2.5mg gastro-resistant tablets (Waymade Healthcare Plc),603020
'22452811000001105,Prednisolone 2.5mg gastro-resistant tablets (Waymade Healthcare Plc),603020
'30114011000001105,Prednisolone 2.5mg gastro-resistant tablets (DE Pharmaceuticals),603020
'30114111000001106,Prednisolone 2.5mg gastro-resistant tablets (DE Pharmaceuticals),603020
'30114211000001100,Prednisolone 2.5mg gastro-resistant tablets (DE Pharmaceuticals),603020
'36568211000001107,Prednisolone 2.5mg gastro-resistant tablets (Bristol Laboratories Ltd),603020
'36568311000001104,Prednisolone 2.5mg gastro-resistant tablets (Bristol Laboratories Ltd),603020
'325444003,Prednisolone 5mg soluble tablets,603020
'965911000001100,Prednisolone 5mg soluble tablets,603020
'245011000001108,Prednisolone 5mg soluble tablets (A A H Pharmaceuticals Ltd),603020
'1438111000001102,Prednisolone 5mg soluble tablets (A A H Pharmaceuticals Ltd),603020
'157711000001100,Prednisolone 5mg soluble tablets (Alliance Healthcare (Distribution) Ltd),603020
'1438211000001108,Prednisolone 5mg soluble tablets (Alliance Healthcare (Distribution) Ltd),603020
'392511000001108,Prednisolone 5mg soluble tablets (Advanz Pharma),603020
'1438311000001100,Prednisolone 5mg soluble tablets (Advanz Pharma),603020
'15172311000001102,Prednisolone 5mg soluble tablets (Sigma Pharmaceuticals Plc),603020
'15172611000001107,Prednisolone 5mg soluble tablets (Sigma Pharmaceuticals Plc),603020
'28937511000001104,Prednisolone 5mg soluble tablets (Focus Pharmaceuticals Ltd),603020
'28937611000001100,Prednisolone 5mg soluble tablets (Focus Pharmaceuticals Ltd),603020
'30114611000001103,Prednisolone 5mg soluble tablets (DE Pharmaceuticals),603020
'30114711000001107,Prednisolone 5mg soluble tablets (DE Pharmaceuticals),603020
'34035411000001102,Prednisolone 5mg soluble tablets (Actavis UK Ltd),603020
'34035511000001103,Prednisolone 5mg soluble tablets (Actavis UK Ltd),603020
'34172711000001106,Prednisolone 5mg soluble tablets (Phoenix Labs Ltd),603020
'34172911000001108,Prednisolone 5mg soluble tablets (Phoenix Labs Ltd),603020
'325373001,Hydrocortisone 10mg tablets,603020
'1045211000001109,Hydrocortisone 10mg tablets,603020
'16504311000001105,Hydrocortisone 10mg tablets,603020
'13614311000001105,Hydrocortisone 10mg tablets (A A H Pharmaceuticals Ltd),603020
'13614411000001103,Hydrocortisone 10mg tablets (A A H Pharmaceuticals Ltd),603020
'13661711000001105,Hydrocortisone 10mg tablets (Accord Healthcare Ltd),603020
'13661811000001102,Hydrocortisone 10mg tablets (Accord Healthcare Ltd),603020
'13806811000001104,Hydrocortisone 10mg tablets (Alliance Healthcare (Distribution) Ltd),603020
'13806911000001109,Hydrocortisone 10mg tablets (Alliance Healthcare (Distribution) Ltd),603020
'15092711000001102,Hydrocortisone 10mg tablets (Sigma Pharmaceuticals Plc),603020
'15092811000001105,Hydrocortisone 10mg tablets (Sigma Pharmaceuticals Plc),603020
'16504111000001108,Hydrocortisone 10mg tablets (Mawdsley-Brooks & Company Ltd),
'16504411000001103,Hydrocortisone 10mg tablets (Mawdsley-Brooks & Company Ltd),
'17559811000001109,Hydrocortisone 10mg tablets (Sigma Pharmaceuticals Plc),
'17560111000001101,Hydrocortisone 10mg tablets (Sigma Pharmaceuticals Plc),
'19695611000001102,Hydrocortisone 10mg tablets (Sigma Pharmaceuticals Plc),
'17930211000001109,Hydrocortisone 10mg tablets (Phoenix Healthcare Distribution Ltd),603020
'17930311000001101,Hydrocortisone 10mg tablets (Phoenix Healthcare Distribution Ltd),603020
'17973911000001105,Hydrocortisone 10mg tablets (Almus Pharmaceuticals Ltd),603020
'17974011000001108,Hydrocortisone 10mg tablets (Almus Pharmaceuticals Ltd),603020
'18392311000001107,Hydrocortisone 10mg tablets (Teva UK Ltd),603020
'18392611000001102,Hydrocortisone 10mg tablets (Teva UK Ltd),603020
'18580411000001102,Hydrocortisone 10mg tablets (DE Pharmaceuticals),
'18580511000001103,Hydrocortisone 10mg tablets (DE Pharmaceuticals),
'22044411000001106,Hydrocortisone 10mg tablets (Waymade Healthcare Plc),603020
'22044511000001105,Hydrocortisone 10mg tablets (Waymade Healthcare Plc),603020
'24154111000001101,Hydrocortisone 10mg tablets (DE Pharmaceuticals),603020
'24154211000001107,Hydrocortisone 10mg tablets (DE Pharmaceuticals),603020
'32711611000001102,Hydrocortisone 10mg tablets (Alissa Healthcare Research Ltd),603020
'32711711000001106,Hydrocortisone 10mg tablets (Alissa Healthcare Research Ltd),603020
'33423211000001105,Hydrocortisone 10mg tablets (Advanz Pharma),603020
'33423311000001102,Hydrocortisone 10mg tablets (Advanz Pharma),603020
'34616211000001108,Hydrocortisone 10mg tablets (Bristol Laboratories Ltd),603020
'34616311000001100,Hydrocortisone 10mg tablets (Bristol Laboratories Ltd),603020
'34957811000001100,Hydrocortisone 10mg tablets (Genesis Pharmaceuticals Ltd),603020
'34957911000001105,Hydrocortisone 10mg tablets (Genesis Pharmaceuticals Ltd),603020
'35108911000001105,Hydrocortisone 10mg tablets (Flynn Pharma Ltd),603020
'35109011000001101,Hydrocortisone 10mg tablets (Flynn Pharma Ltd),603020
'36508411000001105,Hydrocortisone 10mg tablets (Resolution Chemicals Ltd),603020
'36508511000001109,Hydrocortisone 10mg tablets (Resolution Chemicals Ltd),603020
'325374007,Hydrocortisone 20mg tablets,603020
'1001011000001106,Hydrocortisone 20mg tablets,603020
'13614511000001104,Hydrocortisone 20mg tablets (A A H Pharmaceuticals Ltd),603020
'13614611000001100,Hydrocortisone 20mg tablets (A A H Pharmaceuticals Ltd),603020
'13661911000001107,Hydrocortisone 20mg tablets (Accord Healthcare Ltd),603020
'13662011000001100,Hydrocortisone 20mg tablets (Accord Healthcare Ltd),603020
'13807011000001108,Hydrocortisone 20mg tablets (Alliance Healthcare (Distribution) Ltd),603020
'13807111000001109,Hydrocortisone 20mg tablets (Alliance Healthcare (Distribution) Ltd),603020
'15092911000001100,Hydrocortisone 20mg tablets (Sigma Pharmaceuticals Plc),603020
'15093011000001108,Hydrocortisone 20mg tablets (Sigma Pharmaceuticals Plc),603020
'17930411000001108,Hydrocortisone 20mg tablets (Phoenix Healthcare Distribution Ltd),603020
'17930511000001107,Hydrocortisone 20mg tablets (Phoenix Healthcare Distribution Ltd),603020
'17974111000001109,Hydrocortisone 20mg tablets (Almus Pharmaceuticals Ltd),603020
'17974211000001103,Hydrocortisone 20mg tablets (Almus Pharmaceuticals Ltd),603020
'18394311000001100,Hydrocortisone 20mg tablets (Teva UK Ltd),603020
'18394411000001107,Hydrocortisone 20mg tablets (Teva UK Ltd),603020
'22044611000001109,Hydrocortisone 20mg tablets (Waymade Healthcare Plc),603020
'22044711000001100,Hydrocortisone 20mg tablets (Waymade Healthcare Plc),603020
'24154311000001104,Hydrocortisone 20mg tablets (DE Pharmaceuticals),603020
'24154711000001100,Hydrocortisone 20mg tablets (DE Pharmaceuticals),603020
'29837011000001103,Hydrocortisone 20mg tablets (Sovereign Medical Ltd),603020
'29837111000001102,Hydrocortisone 20mg tablets (Sovereign Medical Ltd),603020
'32407611000001101,Hydrocortisone 20mg tablets (Kent Pharmaceuticals Ltd),603020
'32407711000001105,Hydrocortisone 20mg tablets (Kent Pharmaceuticals Ltd),603020
'34616411000001107,Hydrocortisone 20mg tablets (Bristol Laboratories Ltd),603020
'34616511000001106,Hydrocortisone 20mg tablets (Bristol Laboratories Ltd),603020
'34702511000001102,Hydrocortisone 20mg tablets (Advanz Pharma),603020
'34702611000001103,Hydrocortisone 20mg tablets (Advanz Pharma),603020
'34958011000001107,Hydrocortisone 20mg tablets (Genesis Pharmaceuticals Ltd),603020
'34958211000001102,Hydrocortisone 20mg tablets (Genesis Pharmaceuticals Ltd),603020
'35109111000001100,Hydrocortisone 20mg tablets (Flynn Pharma Ltd),603020
'35109711000001104,Hydrocortisone 20mg tablets (Flynn Pharma Ltd),603020
'36508611000001108,Hydrocortisone 20mg tablets (Resolution Chemicals Ltd),603020
'36508711000001104,Hydrocortisone 20mg tablets (Resolution Chemicals Ltd),603020
'325450008,Prednisolone 25mg tablets,603020
'1009611000001103,Prednisolone 25mg tablets,603020
'313911000001107,Prednisolone 25mg tablets (Alliance Healthcare (Distribution) Ltd),603020
'2400911000001109,Prednisolone 25mg tablets (Alliance Healthcare (Distribution) Ltd),603020
'716111000001103,Prednisolone 25mg tablets (A A H Pharmaceuticals Ltd),603020
'2401411000001105,Prednisolone 25mg tablets (A A H Pharmaceuticals Ltd),603020
'4852811000001108,Prednisolone 25mg tablets (Zentiva),603020
'4853011000001106,Prednisolone 25mg tablets (Zentiva),603020
'17917211000001102,Prednisolone 25mg tablets (Phoenix Healthcare Distribution Ltd),603020
'17917411000001103,Prednisolone 25mg tablets (Phoenix Healthcare Distribution Ltd),603020
'30991311000001108,Prednisolone 25mg tablets (Actavis UK Ltd),603020
'30991411000001101,Prednisolone 25mg tablets (Actavis UK Ltd),603020
'331164004,Hydrocortisone 2.5mg muco-adhesive buccal tablets sugar free,1203010
'3083111000001104,Hydrocortisone 2.5mg muco-adhesive buccal tablets sugar free,1203010
'17872211000001101,Hydrocortisone 2.5mg muco-adhesive buccal tablets sugar free (Accord Healthcare Ltd),1203010
'17872311000001109,Hydrocortisone 2.5mg muco-adhesive buccal tablets sugar free (Accord Healthcare Ltd),1203010
'18032711000001102,Hydrocortisone 2.5mg muco-adhesive buccal tablets sugar free (Alliance Healthcare (Distribution) Ltd),1203010
'18032811000001105,Hydrocortisone 2.5mg muco-adhesive buccal tablets sugar free (Alliance Healthcare (Distribution) Ltd),1203010
'18111811000001101,Hydrocortisone 2.5mg muco-adhesive buccal tablets sugar free (A A H Pharmaceuticals Ltd),1203010
'18111911000001106,Hydrocortisone 2.5mg muco-adhesive buccal tablets sugar free (A A H Pharmaceuticals Ltd),1203010
'18725311000001107,Hydrocortisone 2.5mg muco-adhesive buccal tablets sugar free (Sigma Pharmaceuticals Plc),1203010
'18725611000001102,Hydrocortisone 2.5mg muco-adhesive buccal tablets sugar free (Sigma Pharmaceuticals Plc),1203010
'22044211000001107,Hydrocortisone 2.5mg muco-adhesive buccal tablets sugar free (Waymade Healthcare Plc),1203010
'22044311000001104,Hydrocortisone 2.5mg muco-adhesive buccal tablets sugar free (Waymade Healthcare Plc),1203010
'24149511000001107,Hydrocortisone 2.5mg muco-adhesive buccal tablets sugar free (DE Pharmaceuticals),1203010
'24149611000001106,Hydrocortisone 2.5mg muco-adhesive buccal tablets sugar free (DE Pharmaceuticals),1203010
'325355004,Dexamethasone 500microgram tablets,603020
'3285911000001105,Dexamethasone 500microgram tablets,603020
'3286011000001102,Dexamethasone 500microgram tablets,603020
'3286111000001101,Dexamethasone 500microgram tablets,603020
'3286211000001107,Dexamethasone 500microgram tablets,603020
'15245811000001100,Dexamethasone 500microgram tablets,603020
'3286511000001105,Dexamethasone 500microgram tablets (A A H Pharmaceuticals Ltd),603020
'35427011000001103,Dexamethasone 500microgram tablets (A A H Pharmaceuticals Ltd),603020
'3286611000001109,Dexamethasone 500microgram tablets (A A H Pharmaceuticals Ltd),603020
'3286711000001100,Dexamethasone 500microgram tablets (A A H Pharmaceuticals Ltd),603020
'3286811000001108,Dexamethasone 500microgram tablets (A A H Pharmaceuticals Ltd),603020
'15509311000001108,Dexamethasone 500microgram tablets (A A H Pharmaceuticals Ltd),603020
'3287811000001105,Dexamethasone 500microgram tablets (Organon Laboratories Ltd),603020
'3288111000001102,Dexamethasone 500microgram tablets (Organon Laboratories Ltd),603020
'3288311000001100,Dexamethasone 500microgram tablets (Organon Laboratories Ltd),603020
'3288611000001105,Dexamethasone 500microgram tablets (Organon Laboratories Ltd),603020
'3288811000001109,Dexamethasone 500microgram tablets (Alliance Healthcare (Distribution) Ltd),603020
'31894511000001102,Dexamethasone 500microgram tablets (Alliance Healthcare (Distribution) Ltd),603020
'3288911000001104,Dexamethasone 500microgram tablets (Alliance Healthcare (Distribution) Ltd),603020
'3289111000001109,Dexamethasone 500microgram tablets (Alliance Healthcare (Distribution) Ltd),603020
'3289211000001103,Dexamethasone 500microgram tablets (Alliance Healthcare (Distribution) Ltd),603020
'15473011000001105,Dexamethasone 500microgram tablets (Alliance Healthcare (Distribution) Ltd),603020
'15245611000001104,Dexamethasone 500microgram tablets (Essential Generics Ltd),603020
'15245911000001105,Dexamethasone 500microgram tablets (Essential Generics Ltd),603020
'24672711000001108,Dexamethasone 500microgram tablets (Teva UK Ltd),603020
'24672811000001100,Dexamethasone 500microgram tablets (Teva UK Ltd),603020
'29803711000001101,Dexamethasone 500microgram tablets (Sigma Pharmaceuticals Plc),603020
'29803911000001104,Dexamethasone 500microgram tablets (Sigma Pharmaceuticals Plc),603020
'29804011000001101,Dexamethasone 500microgram tablets (Sigma Pharmaceuticals Plc),603020
'30047811000001109,Dexamethasone 500microgram tablets (DE Pharmaceuticals),603020
'30047911000001104,Dexamethasone 500microgram tablets (DE Pharmaceuticals),603020
'32064711000001105,Dexamethasone 500microgram tablets (Aspire Pharma Ltd),603020
'32064811000001102,Dexamethasone 500microgram tablets (Aspire Pharma Ltd),603020
'32482711000001109,Dexamethasone 500microgram tablets (Aspire Pharma Ltd),603020
'35477511000001105,Dexamethasone 500microgram tablets (Consilient Health Ltd),603020
'35477611000001109,Dexamethasone 500microgram tablets (Consilient Health Ltd),603020
'325356003,Dexamethasone 2mg tablets,603020
'3289811000001102,Dexamethasone 2mg tablets,603020
'3289911000001107,Dexamethasone 2mg tablets,603020
'3290011000001104,Dexamethasone 2mg tablets,603020
'3290311000001101,Dexamethasone 2mg tablets (A A H Pharmaceuticals Ltd),603020
'3290911000001100,Dexamethasone 2mg tablets (A A H Pharmaceuticals Ltd),603020
'3291011000001108,Dexamethasone 2mg tablets (A A H Pharmaceuticals Ltd),603020
'3291111000001109,Dexamethasone 2mg tablets (A A H Pharmaceuticals Ltd),603020
'3291411000001104,Dexamethasone 2mg tablets (Aspen Pharma Trading Ltd),603020
'3291511000001100,Dexamethasone 2mg tablets (Aspen Pharma Trading Ltd),603020
