SNOMEDCode,description,bnf_chapter
'2831311000001101,Flixotide 250micrograms/dose Evohaler (GlaxoSmithKline UK Ltd),302000
'2831411000001108,Flixotide 250micrograms/dose Evohaler (GlaxoSmithKline UK Ltd),302000
'5268111000001106,Flixotide 250micrograms/dose Evohaler (Waymade Healthcare Plc),
'5268211000001100,Flixotide 250micrograms/dose Evohaler (Waymade Healthcare Plc),
'5294611000001106,Flixotide 250micrograms/dose Evohaler (Dowelhurst Ltd),
'5294711000001102,Flixotide 250micrograms/dose Evohaler (Dowelhurst Ltd),
'5351111000001100,Fluticasone 250micrograms/dose Evohaler (Dowelhurst Ltd),
'5351311000001103,Fluticasone 250micrograms/dose Evohaler (Dowelhurst Ltd),
'13877711000001102,Flixotide 250micrograms/dose Evohaler (DE Pharmaceuticals),
'13877911000001100,Flixotide 250micrograms/dose Evohaler (DE Pharmaceuticals),
'14234711000001103,Flixotide 250micrograms/dose Evohaler (Sigma Pharmaceuticals Plc),
'14234811000001106,Flixotide 250micrograms/dose Evohaler (Sigma Pharmaceuticals Plc),
'14238811000001103,Fluticasone 250micrograms/dose Evohaler (Sigma Pharmaceuticals Plc),
'14238911000001108,Fluticasone 250micrograms/dose Evohaler (Sigma Pharmaceuticals Plc),
'16180211000001100,Flixotide 250micrograms/dose Evohaler (Lexon (UK) Ltd),
'16180311000001108,Flixotide 250micrograms/dose Evohaler (Lexon (UK) Ltd),
'16545511000001105,Flixotide 250micrograms/dose Evohaler (Stephar (U.K.) Ltd),
'16545611000001109,Flixotide 250micrograms/dose Evohaler (Stephar (U.K.) Ltd),
'16580011000001104,Flixotide 250micrograms/dose Evohaler (Mawdsley-Brooks & Company Ltd),
'16580111000001103,Flixotide 250micrograms/dose Evohaler (Mawdsley-Brooks & Company Ltd),
'16581211000001103,Fluticasone 250micrograms/dose Evohaler (Mawdsley-Brooks & Company Ltd),
'16581311000001106,Fluticasone 250micrograms/dose Evohaler (Mawdsley-Brooks & Company Ltd),
'18262411000001105,Flixotide 250micrograms/dose Evohaler (Necessity Supplies Ltd),
'18262511000001109,Flixotide 250micrograms/dose Evohaler (Necessity Supplies Ltd),
'36066611000001106,Fenoterol 100micrograms/dose / Ipratropium 40micrograms/dose inhaler,301040
'2922711000001100,Fenoterol 100micrograms/dose / Ipratropium 40micrograms/dose inhaler,301040
'2923111000001107,Duovent inhaler (Boehringer Ingelheim Ltd),301040
'2923211000001101,Duovent inhaler (Boehringer Ingelheim Ltd),301040
'35912511000001101,Budesonide 200micrograms/dose inhaler,302000
'2923911000001105,Budesonide 200micrograms/dose inhaler,302000
'11361011000001105,Budesonide 200micrograms/dose inhaler,302000
'2924111000001109,Pulmicort 200micrograms/dose inhaler (AstraZeneca UK Ltd),302000
'2924211000001103,Pulmicort 200micrograms/dose inhaler (AstraZeneca UK Ltd),302000
'11361111000001106,Pulmicort 200micrograms/dose inhaler (AstraZeneca UK Ltd),302000
'36022911000001105,Oxitropium bromide 100micrograms/dose inhaler,301020
'2943711000001106,Oxitropium bromide 100micrograms/dose inhaler,301020
'2944211000001101,Oxivent 100micrograms/dose inhaler (Boehringer Ingelheim Ltd),301020
'2945611000001103,Oxivent 100micrograms/dose inhaler (Boehringer Ingelheim Ltd),301020
'5272411000001107,Oxivent 100micrograms/dose inhaler (Waymade Healthcare Plc),
'5272511000001106,Oxivent 100micrograms/dose inhaler (Waymade Healthcare Plc),
'36022811000001100,Oxitropium bromide 100micrograms/dose breath actuated inhaler,301020
'2947111000001102,Oxitropium bromide 100micrograms/dose breath actuated inhaler,301020
'2947411000001107,Oxivent 100micrograms/dose Autohaler (Boehringer Ingelheim Ltd),301020
'2947511000001106,Oxivent 100micrograms/dose Autohaler (Boehringer Ingelheim Ltd),301020
'36066711000001102,Fenoterol 100micrograms/dose / Ipratropium bromide 40micrograms/dose breath actuated inhaler,301040
'2963311000001103,Fenoterol 100micrograms/dose / Ipratropium bromide 40micrograms/dose breath actuated inhaler,301040
'2964011000001104,Duovent Autohaler (Boehringer Ingelheim Ltd),301040
'2964311000001101,Duovent Autohaler (Boehringer Ingelheim Ltd),301040
'35936711000001103,Salbutamol 200microgram inhalation powder blisters with device,301011
'3080111000001106,Salbutamol 200microgram inhalation powder blisters with device,301011
'3080211000001100,Salbutamol 200microgram inhalation powder blisters with device,301011
'3080311000001108,Salbutamol 200microgram inhalation powder blisters with device,301011
'3080411000001101,Ventodisks 200microgram with Diskhaler (GlaxoSmithKline UK Ltd),301011
'3080711000001107,Ventodisks 200microgram with Diskhaler (GlaxoSmithKline UK Ltd),301011
'3081811000001107,Ventodisks 200microgram with Diskhaler (GlaxoSmithKline UK Ltd),301011
'3082311000001107,Ventodisks 200microgram with Diskhaler (GlaxoSmithKline UK Ltd),301011
'35938011000001101,Salmeterol 50microgram inhalation powder blisters,301011
'3081711000001104,Salmeterol 50microgram inhalation powder blisters,301011
'3082011000001109,Salmeterol 50microgram inhalation powder blisters,301011
'3082411000001100,Serevent 50microgram disks (GlaxoSmithKline UK Ltd),301011
'3082511000001101,Serevent 50microgram disks (GlaxoSmithKline UK Ltd),301011
'3082611000001102,Serevent 50microgram disks (GlaxoSmithKline UK Ltd),301011
'5321611000001109,Serevent 50microgram disks (Dowelhurst Ltd),
'5321811000001108,Serevent 50microgram disks (Dowelhurst Ltd),
'35936911000001101,Salbutamol 400microgram inhalation powder blisters with device,301011
'3082711000001106,Salbutamol 400microgram inhalation powder blisters with device,301011
'3082811000001103,Salbutamol 400microgram inhalation powder blisters with device,301011
'3082911000001108,Salbutamol 400microgram inhalation powder blisters with device,301011
'3083011000001100,Ventodisks 400microgram with Diskhaler (GlaxoSmithKline UK Ltd),301011
'3083411000001109,Ventodisks 400microgram with Diskhaler (GlaxoSmithKline UK Ltd),301011
'3083511000001108,Ventodisks 400microgram with Diskhaler (GlaxoSmithKline UK Ltd),301011
'3083811000001106,Ventodisks 400microgram with Diskhaler (GlaxoSmithKline UK Ltd),301011
'35937811000001108,Salmeterol 50microgram inhalation powder blisters with device,301011
'3083611000001107,Salmeterol 50microgram inhalation powder blisters with device,301011
'3083711000001103,Salmeterol 50microgram inhalation powder blisters with device,301011
'3083911000001101,Salmeterol 50microgram inhalation powder blisters with device,301011
'3084011000001103,Serevent 50microgram disks with Diskhaler (GlaxoSmithKline UK Ltd),301011
'3084111000001102,Serevent 50microgram disks with Diskhaler (GlaxoSmithKline UK Ltd),301011
'3084211000001108,Serevent 50microgram disks with Diskhaler (GlaxoSmithKline UK Ltd),301011
'3084311000001100,Serevent 50microgram disks with Diskhaler (GlaxoSmithKline UK Ltd),301011
'5321111000001101,Serevent 50microgram disks with Diskhaler (Dowelhurst Ltd),
'5321511000001105,Serevent 50microgram disks with Diskhaler (Dowelhurst Ltd),
'5323811000001107,Salmeterol 50microgram Diskhaler (Dowelhurst Ltd),
'5324011000001104,Salmeterol 50microgram Diskhaler (Dowelhurst Ltd),
'35936611000001107,Salbutamol 200microgram inhalation powder blisters,301011
'3085611000001106,Salbutamol 200microgram inhalation powder blisters,301011
'3085811000001105,Salbutamol 200microgram inhalation powder blisters,301011
'3086111000001109,Ventodisks 200microgram (GlaxoSmithKline UK Ltd),301011
'3086611000001101,Ventodisks 200microgram (GlaxoSmithKline UK Ltd),301011
'3086911000001107,Ventodisks 200microgram (GlaxoSmithKline UK Ltd),301011
'35907611000001101,Beclometasone 100microgram inhalation powder blisters,302000
'3085711000001102,Beclometasone 100microgram inhalation powder blisters,302000
'3085911000001100,Beclometasone 100microgram inhalation powder blisters,302000
'3086011000001108,Becodisks 100microgram (GlaxoSmithKline UK Ltd),302000
'3086211000001103,Becodisks 100microgram (GlaxoSmithKline UK Ltd),302000
'3086511000001100,Becodisks 100microgram (GlaxoSmithKline UK Ltd),302000
'35907711000001105,Beclometasone 100microgram inhalation powder blisters with device,302000
'3087411000001102,Beclometasone 100microgram inhalation powder blisters with device,302000
'3087611000001104,Beclometasone 100microgram inhalation powder blisters with device,302000
'3087911000001105,Beclometasone 100microgram inhalation powder blisters with device,302000
'3088611000001100,Becodisks 100microgram with Diskhaler (GlaxoSmithKline UK Ltd),302000
'3089111000001101,Becodisks 100microgram with Diskhaler (GlaxoSmithKline UK Ltd),302000
'3091011000001102,Becodisks 100microgram with Diskhaler (GlaxoSmithKline UK Ltd),302000
'3091511000001105,Becodisks 100microgram with Diskhaler (GlaxoSmithKline UK Ltd),302000
'35936811000001106,Salbutamol 400microgram inhalation powder blisters,301011
'3088311000001105,Salbutamol 400microgram inhalation powder blisters,301011
'3088411000001103,Salbutamol 400microgram inhalation powder blisters,301011
'3089011000001102,Ventodisks 400microgram (GlaxoSmithKline UK Ltd),301011
'3090311000001109,Ventodisks 400microgram (GlaxoSmithKline UK Ltd),301011
'3091311000001104,Ventodisks 400microgram (GlaxoSmithKline UK Ltd),301011
'35908311000001107,Beclometasone 200microgram inhalation powder blisters with device,302000
'3094411000001108,Beclometasone 200microgram inhalation powder blisters with device,302000
'3094711000001102,Beclometasone 200microgram inhalation powder blisters with device,302000
'3095211000001105,Beclometasone 200microgram inhalation powder blisters with device,302000
'3096011000001109,Becodisks 200microgram with Diskhaler (GlaxoSmithKline UK Ltd),302000
'3098511000001100,Becodisks 200microgram with Diskhaler (GlaxoSmithKline UK Ltd),302000
'3098111000001109,Becodisks 200microgram with Diskhaler (GlaxoSmithKline UK Ltd),302000
'3098011000001108,Becodisks 200microgram with Diskhaler (GlaxoSmithKline UK Ltd),302000
'36059911000001104,Fluticasone propionate 50microgram inhalation powder blisters with device,302000
'3096411000001100,Fluticasone propionate 50microgram inhalation powder blisters with device,302000
'3096811000001103,Fluticasone propionate 50microgram inhalation powder blisters with device,302000
'3097711000001109,Flixotide 50microgram disks with Diskhaler (GlaxoSmithKline UK Ltd),302000
'3097811000001101,Flixotide 50microgram disks with Diskhaler (GlaxoSmithKline UK Ltd),302000
'3097911000001106,Flixotide 50microgram disks with Diskhaler (GlaxoSmithKline UK Ltd),302000
'36059311000001100,Fluticasone propionate 100microgram inhalation powder blisters with device,302000
'3098211000001103,Fluticasone propionate 100microgram inhalation powder blisters with device,302000
'3098311000001106,Fluticasone propionate 100microgram inhalation powder blisters with device,302000
'3098611000001101,Flixotide 100microgram disks with Diskhaler (GlaxoSmithKline UK Ltd),302000
'3098811000001102,Flixotide 100microgram disks with Diskhaler (GlaxoSmithKline UK Ltd),302000
'3098911000001107,Flixotide 100microgram disks with Diskhaler (GlaxoSmithKline UK Ltd),302000
'35908211000001104,Beclometasone 200microgram inhalation powder blisters,302000
'3099311000001100,Beclometasone 200microgram inhalation powder blisters,302000
'3099511000001106,Beclometasone 200microgram inhalation powder blisters,302000
'3099811000001109,Becodisks 200microgram (GlaxoSmithKline UK Ltd),302000
'3100011000001103,Becodisks 200microgram (GlaxoSmithKline UK Ltd),302000
'3100511000001106,Becodisks 200microgram (GlaxoSmithKline UK Ltd),302000
'10838111000001101,Becodisks 200microgram (Waymade Healthcare Plc),
'10838211000001107,Becodisks 200microgram (Waymade Healthcare Plc),
'16140411000001105,Becodisks 200microgram (Lexon (UK) Ltd),
'16140711000001104,Becodisks 200microgram (Lexon (UK) Ltd),
